,Direct,MinPrice,OutOrigin,OutDestination,OutboundCarrier,InboundCarrier,DepartureDate1,DepartureDate2,Distance,CPM,QuoteDateTime,MomondoLink,GoogleLink
1714,True,128,FRA,KGS,Condor,Condor,2017-05-24 00:00:00,2017-05-25 00:00:00,1297.748141978074,4.931619466813408,2017-01-03 13:20:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KGS&SDP0=24-05-2017&SO1=KGS&SD1=FRA&SDP1=25-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KGS;d=2017-05-24;r=2017-05-25
1724,True,128,FRA,RHO,Condor,Condor,2017-05-16 00:00:00,2017-05-23 00:00:00,1353.5669130305373,4.728247963501759,2017-01-07 08:18:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=RHO&SDP0=16-05-2017&SO1=RHO&SD1=FRA&SDP1=23-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=RHO;d=2017-05-16;r=2017-05-23
1732,False,456,FRA,HKG,Air China,Air China,2017-03-17 00:00:00,2017-03-18 00:00:00,5689.215362221428,4.007582513293616,2017-01-09 12:09:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=HKG&SDP0=17-03-2017&SO1=HKG&SD1=FRA&SDP1=18-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=HKG;d=2017-03-17;r=2017-03-18
1733,True,559,FRA,HKG,Cathay Pacific,Cathay Pacific,2017-05-14 00:00:00,2017-05-19 00:00:00,5689.215362221428,4.9128040020419546,2017-01-08 21:10:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=HKG&SDP0=14-05-2017&SO1=HKG&SD1=FRA&SDP1=19-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=HKG;d=2017-05-14;r=2017-05-19
1750,False,448,FRA,CGK,Saudia,Saudia,2017-02-08 00:00:00,2017-03-28 00:00:00,6903.093834891546,3.2449218474736155,2017-01-12 17:28:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CGK&SDP0=08-02-2017&SO1=CGK&SD1=FRA&SDP1=28-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CGK;d=2017-02-08;r=2017-03-28
1751,False,501,FRA,DPS,Xiamen Airlines,Xiamen Airlines,2017-06-11 00:00:00,2017-06-27 00:00:00,7417.992617106539,3.3769243639084396,2017-01-08 08:58:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=DPS&SDP0=11-06-2017&SO1=DPS&SD1=FRA&SDP1=27-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=DPS;d=2017-06-11;r=2017-06-27
1753,False,660,FRA,KNO,Emirates,Emirates,2017-05-06 00:00:00,2017-05-20 00:00:00,6041.237755850065,5.462456756985648,2017-01-08 06:49:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KNO&SDP0=06-05-2017&SO1=KNO&SD1=FRA&SDP1=20-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KNO;d=2017-05-06;r=2017-05-20
1756,False,666,FRA,SUB,Etihad Airways,Etihad Airways,2017-06-25 00:00:00,2017-07-11 00:00:00,7240.731896763113,4.598982599381478,2017-01-03 21:38:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=SUB&SDP0=25-06-2017&SO1=SUB&SD1=FRA&SDP1=11-07-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=SUB;d=2017-06-25;r=2017-07-11
1760,False,766,FRA,BTH,,,2017-05-04 00:00:00,2017-05-11 00:00:00,6406.729929109595,5.978088732284509,2017-01-04 17:52:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=BTH&SDP0=04-05-2017&SO1=BTH&SD1=FRA&SDP1=11-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=BTH;d=2017-05-04;r=2017-05-11
1772,False,163,FRA,TLV,Air Serbia,Air Serbia,2017-01-30 00:00:00,2017-02-06 00:00:00,1835.4331295751008,4.440368798337376,2016-12-31 13:07:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=TLV&SDP0=30-01-2017&SO1=TLV&SD1=FRA&SDP1=06-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=TLV;d=2017-01-30;r=2017-02-06
1778,False,453,FRA,BLR,Oman Air,Oman Air,2017-05-25 00:00:00,2017-06-15 00:00:00,4600.461394975011,4.923419208503766,2016-12-31 18:12:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=BLR&SDP0=25-05-2017&SO1=BLR&SD1=FRA&SDP1=15-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=BLR;d=2017-05-25;r=2017-06-15
1780,False,410,FRA,BOM,Oman Air,Oman Air,2017-05-01 00:00:00,2017-05-31 00:00:00,4082.869677757204,5.020978286835995,2017-01-10 21:42:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=BOM&SDP0=01-05-2017&SO1=BOM&SD1=FRA&SDP1=31-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=BOM;d=2017-05-01;r=2017-05-31
1781,False,539,FRA,CCJ,Etihad Airways,Etihad Airways,2017-05-17 00:00:00,2017-05-24 00:00:00,4632.020951391239,5.818194754042618,2017-01-08 05:23:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CCJ&SDP0=17-05-2017&SO1=CCJ&SD1=FRA&SDP1=24-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CCJ;d=2017-05-17;r=2017-05-24
1782,False,523,FRA,CCU,Etihad Airways,Jet Airways,2017-02-02 00:00:00,2017-02-05 00:00:00,4593.1752493163285,5.693229319715658,2017-01-09 09:29:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CCU&SDP0=02-02-2017&SO1=CCU&SD1=FRA&SDP1=05-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CCU;d=2017-02-02;r=2017-02-05
1784,False,443,FRA,COK,Saudia,Saudia,2017-02-18 00:00:00,2017-03-10 00:00:00,4703.661335830043,4.709097534567983,2017-01-12 06:56:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=COK&SDP0=18-02-2017&SO1=COK&SD1=FRA&SDP1=10-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=COK;d=2017-02-18;r=2017-03-10
1791,False,525,FRA,HYD,Air India,Air India,2017-03-06 00:00:00,2017-04-06 00:00:00,4423.600187169152,5.934080588055694,2016-12-31 14:58:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=HYD&SDP0=06-03-2017&SO1=HYD&SD1=FRA&SDP1=06-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=HYD;d=2017-03-06;r=2017-04-06
1800,False,501,FRA,MAA,Gulf Air,Gulf Air,2017-03-01 00:00:00,2017-03-15 00:00:00,4719.940869011571,5.3072698779902,2017-01-02 09:00:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=MAA&SDP0=01-03-2017&SO1=MAA&SD1=FRA&SDP1=15-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=MAA;d=2017-03-01;r=2017-03-15
1806,False,523,FRA,TRV,Kuwait Airways,Kuwait Airways,2017-03-29 00:00:00,2017-05-03 00:00:00,4815.020226663762,5.4309221496497955,2017-01-08 20:06:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=TRV&SDP0=29-03-2017&SO1=TRV&SD1=FRA&SDP1=03-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=TRV;d=2017-03-29;r=2017-05-03
1818,False,230,FRA,IKA,Pegasus Airlines,Pegasus Airlines,2017-06-15 00:00:00,2017-06-23 00:00:00,2345.868259873651,4.902236070417438,2017-01-12 11:06:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=IKA&SDP0=15-06-2017&SO1=IKA&SD1=FRA&SDP1=23-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=IKA;d=2017-06-15;r=2017-06-23
1821,True,146,FRA,KEF,WOW air,WOW air,2017-02-10 00:00:00,2017-02-16 00:00:00,1492.4629696494762,4.8912436344832715,2017-01-05 18:50:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KEF&SDP0=10-02-2017&SO1=KEF&SD1=FRA&SDP1=16-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KEF;d=2017-02-10;r=2017-02-16
1872,False,541,FRA,CTS,Air China,Air China,2017-03-01 00:00:00,2017-03-08 00:00:00,5430.055826438352,4.9815325780439474,2017-01-12 16:53:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CTS&SDP0=01-03-2017&SO1=CTS&SD1=FRA&SDP1=08-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CTS;d=2017-03-01;r=2017-03-08
1873,False,541,FRA,FUK,Air China,Air China,2017-03-02 00:00:00,2017-03-10 00:00:00,5658.518797706055,4.780402958273458,2017-01-10 08:07:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=FUK&SDP0=02-03-2017&SO1=FUK&SD1=FRA&SDP1=10-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=FUK;d=2017-03-02;r=2017-03-10
1876,False,458,FRA,HND,China Eastern,China Eastern,2017-03-06 00:00:00,2017-03-20 00:00:00,5818.187824208003,3.935933436991998,2017-01-05 12:35:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=HND&SDP0=06-03-2017&SO1=HND&SD1=FRA&SDP1=20-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=HND;d=2017-03-06;r=2017-03-20
1877,True,615,FRA,HND,ANA,ANA,2017-02-06 00:00:00,2017-02-13 00:00:00,5818.187824208003,5.285150794214146,2017-01-12 08:02:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=HND&SDP0=06-02-2017&SO1=HND&SD1=FRA&SDP1=13-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=HND;d=2017-02-06;r=2017-02-13
1878,False,579,FRA,ITM,British Airways,British Airways,2017-02-16 00:00:00,2017-03-06 00:00:00,5740.893640728167,5.042768915734175,2017-01-10 22:35:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=ITM&SDP0=16-02-2017&SO1=ITM&SD1=FRA&SDP1=06-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=ITM;d=2017-02-16;r=2017-03-06
1880,False,462,FRA,KIX,China Eastern,China Eastern,2017-02-20 00:00:00,2017-03-20 00:00:00,5756.34764406821,4.012961243541995,2017-01-10 17:36:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KIX&SDP0=20-02-2017&SO1=KIX&SD1=FRA&SDP1=20-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KIX;d=2017-02-20;r=2017-03-20
1881,True,619,FRA,KIX,ANA,ANA,2017-04-18 00:00:00,2017-05-09 00:00:00,5756.34764406821,5.376673181282458,2017-01-11 14:38:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KIX&SDP0=18-04-2017&SO1=KIX&SD1=FRA&SDP1=09-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KIX;d=2017-04-18;r=2017-05-09
1888,False,505,FRA,NGO,Air China,Air China,2017-03-11 00:00:00,2017-03-18 00:00:00,5776.334298755228,4.371284398384154,2017-01-08 15:32:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=NGO&SDP0=11-03-2017&SO1=NGO&SD1=FRA&SDP1=18-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=NGO;d=2017-03-11;r=2017-03-18
1889,True,626,FRA,NGO,Lufthansa,Lufthansa,2017-05-08 00:00:00,2017-06-01 00:00:00,5776.334298755228,5.418661452254416,2017-01-11 18:32:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=NGO&SDP0=08-05-2017&SO1=NGO&SD1=FRA&SDP1=01-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=NGO;d=2017-05-08;r=2017-06-01
1891,False,460,FRA,NRT,China Eastern,China Eastern,2017-02-20 00:00:00,2017-03-20 00:00:00,5821.789670021034,3.9506751881534226,2017-01-12 19:09:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=NRT&SDP0=20-02-2017&SO1=NRT&SD1=FRA&SDP1=20-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=NRT;d=2017-02-20;r=2017-03-20
1892,True,569,FRA,NRT,British Airways,Finnair,2017-02-02 00:00:00,2017-02-09 00:00:00,5821.789670021034,4.886813439259342,2017-01-08 16:32:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=NRT&SDP0=02-02-2017&SO1=NRT&SD1=FRA&SDP1=09-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=NRT;d=2017-02-02;r=2017-02-09
1894,False,534,FRA,OKA,Air China,Air China,2017-04-25 00:00:00,2017-05-06 00:00:00,5989.414609369578,4.457864706549399,2017-01-06 22:04:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=OKA&SDP0=25-04-2017&SO1=OKA&SD1=FRA&SDP1=06-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=OKA;d=2017-04-25;r=2017-05-06
1904,False,268,FRA,FRU,Pegasus Airlines,Pegasus Airlines,2017-05-29 00:00:00,2017-06-09 00:00:00,3066.322687757529,4.370055393550156,2017-01-05 13:38:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=FRU&SDP0=29-05-2017&SO1=FRU&SD1=FRA&SDP1=09-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=FRU;d=2017-05-29;r=2017-06-09
1906,False,476,FRA,PNH,China Southern,China Southern,2017-06-17 00:00:00,2017-07-05 00:00:00,5884.588229180052,4.044463108222655,2017-01-06 13:05:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=PNH&SDP0=17-06-2017&SO1=PNH&SD1=FRA&SDP1=05-07-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=PNH;d=2017-06-17;r=2017-07-05
1907,False,532,FRA,REP,China Southern,China Southern,2017-06-06 00:00:00,2017-06-16 00:00:00,5741.168531885724,4.6332031279463335,2017-01-11 17:47:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=REP&SDP0=06-06-2017&SO1=REP&SD1=FRA&SDP1=16-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=REP;d=2017-06-06;r=2017-06-16
1914,False,469,FRA,GMP,China Eastern,China Eastern,2017-03-02 00:00:00,2017-03-20 00:00:00,5315.8010570397455,4.41137652601672,2016-12-30 19:39:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=GMP&SDP0=02-03-2017&SO1=GMP&SD1=FRA&SDP1=20-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=GMP;d=2017-03-02;r=2017-03-20
1916,True,599,FRA,ICN,Lufthansa,Lufthansa,2017-03-12 00:00:00,2017-03-27 00:00:00,5309.9638409074305,5.640339726848645,2017-01-09 16:06:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=ICN&SDP0=12-03-2017&SO1=ICN&SD1=FRA&SDP1=27-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=ICN;d=2017-03-12;r=2017-03-27
1919,False,501,FRA,PUS,Air China,Air China,2017-04-20 00:00:00,2017-05-24 00:00:00,5518.984441321858,4.5388785321526015,2017-01-05 17:37:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=PUS&SDP0=20-04-2017&SO1=PUS&SD1=FRA&SDP1=24-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=PUS;d=2017-04-20;r=2017-05-24
1923,False,228,FRA,KWI,Pegasus Airlines,Pegasus Airlines,2017-03-27 00:00:00,2017-04-06 00:00:00,2498.961988542835,4.561894119344902,2017-01-12 21:15:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KWI&SDP0=27-03-2017&SO1=KWI&SD1=FRA&SDP1=06-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KWI;d=2017-03-27;r=2017-04-06
1927,False,373,FRA,ALA,Pegasus Airlines,Pegasus Airlines,2017-04-22 00:00:00,2017-04-28 00:00:00,3163.275931711369,5.895786647328655,2017-01-08 19:02:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=ALA&SDP0=22-04-2017&SO1=ALA&SD1=FRA&SDP1=28-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=ALA;d=2017-04-22;r=2017-04-28
1937,False,639,FRA,VTE,China Eastern,China Eastern,2017-04-16 00:00:00,2017-04-30 00:00:00,5446.426547064321,5.8662316885961445,2017-01-08 05:13:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=VTE&SDP0=16-04-2017&SO1=VTE&SD1=FRA&SDP1=30-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=VTE;d=2017-04-16;r=2017-04-30
1939,False,452,FRA,CMB,Oman Air,Oman Air,2017-04-12 00:00:00,2017-04-30 00:00:00,5013.659470085186,4.507685481003761,2016-12-30 11:53:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CMB&SDP0=12-04-2017&SO1=CMB&SD1=FRA&SDP1=30-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CMB;d=2017-04-12;r=2017-04-30
1951,True,192,FRA,AGA,Condor,Condor,2017-04-25 00:00:00,2017-06-27 00:00:00,1651.017427506711,5.814596405864394,2016-12-29 10:32:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=AGA&SDP0=25-04-2017&SO1=AGA&SD1=FRA&SDP1=27-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=AGA;d=2017-04-25;r=2017-06-27
1956,False,176,FRA,RAK,Iberia,Iberia,2017-01-15 00:00:00,2017-01-19 00:00:00,1533.87451495475,5.737105554726296,2017-01-07 21:08:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=RAK&SDP0=15-01-2017&SO1=RAK&SD1=FRA&SDP1=19-01-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=RAK;d=2017-01-15;r=2017-01-19
1957,True,143,FRA,RAK,Air Arabia Maroc,Air Arabia Maroc,2017-03-16 00:00:00,2017-03-23 00:00:00,1533.87451495475,4.661398263215116,2017-01-06 21:30:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=RAK&SDP0=16-03-2017&SO1=RAK&SD1=FRA&SDP1=23-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=RAK;d=2017-03-16;r=2017-03-23
1971,False,571,FRA,MFM,Air China,Air China,2017-03-15 00:00:00,2017-04-10 00:00:00,5684.877659418166,5.022095761850049,2017-01-06 14:47:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=MFM&SDP0=15-03-2017&SO1=MFM&SD1=FRA&SDP1=10-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=MFM;d=2017-03-15;r=2017-04-10
1972,False,842,FRA,SPN,Asiana Airlines,Asiana Airlines,2017-03-29 00:00:00,2017-04-13 00:00:00,7240.315452144068,5.814663777879037,2017-01-08 14:40:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=SPN&SDP0=29-03-2017&SO1=SPN&SD1=FRA&SDP1=13-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=SPN;d=2017-03-29;r=2017-04-13
1976,False,532,FRA,MLE,Emirates,Emirates,2017-05-26 00:00:00,2017-05-28 00:00:00,4900.250123607949,5.42829433784392,2017-01-10 22:53:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=MLE&SDP0=26-05-2017&SO1=MLE&SD1=FRA&SDP1=28-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=MLE;d=2017-05-26;r=2017-05-28
1977,True,555,FRA,MLE,Condor,Condor,2017-02-22 00:00:00,2017-03-12 00:00:00,4900.250123607949,5.6629762359086016,2017-01-04 11:41:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=MLE&SDP0=22-02-2017&SO1=MLE&SD1=FRA&SDP1=12-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=MLE;d=2017-02-22;r=2017-03-12
1984,True,607,FRA,CUN,Condor,Condor,2017-01-27 00:00:00,2017-02-09 00:00:00,5349.106773270885,5.673844491505917,2017-01-02 10:15:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CUN&SDP0=27-01-2017&SO1=CUN&SD1=FRA&SDP1=09-02-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CUN;d=2017-01-27;r=2017-02-09
1985,False,581,FRA,CUN,KLM,Air France,2017-05-17 00:00:00,2017-06-21 00:00:00,5349.106773270885,5.430813261227245,2017-01-01 17:07:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CUN&SDP0=17-05-2017&SO1=CUN&SD1=FRA&SDP1=21-06-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CUN;d=2017-05-17;r=2017-06-21
2009,False,542,FRA,BKI,China Southern,China Southern,2017-03-16 00:00:00,2017-04-12 00:00:00,6667.118494234608,4.064724516811083,2017-01-04 18:12:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=BKI&SDP0=16-03-2017&SO1=BKI&SD1=FRA&SDP1=12-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=BKI;d=2017-03-16;r=2017-04-12
2010,False,589,FRA,JHB,Emirates,Emirates,2017-05-04 00:00:00,2017-05-11 00:00:00,6359.245941288184,4.631052214664676,2017-01-04 17:52:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=JHB&SDP0=04-05-2017&SO1=JHB&SD1=FRA&SDP1=11-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=JHB;d=2017-05-04;r=2017-05-11
2011,False,743,FRA,KCH,Etihad Airways,Etihad Airways,2017-05-16 00:00:00,2017-05-30 00:00:00,6661.385287020006,5.576918073240466,2017-01-06 22:11:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KCH&SDP0=16-05-2017&SO1=KCH&SD1=FRA&SDP1=30-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KCH;d=2017-05-16;r=2017-05-30
2012,False,453,FRA,KUL,China Southern,China Southern,2017-03-23 00:00:00,2017-04-03 00:00:00,6213.918293276805,3.6450431001814643,2016-12-30 21:57:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=KUL&SDP0=23-03-2017&SO1=KUL&SD1=FRA&SDP1=03-04-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=KUL;d=2017-03-23;r=2017-04-03
2014,False,574,FRA,PEN,China Southern,China Southern,2017-02-21 00:00:00,2017-03-06 00:00:00,6015.294814140927,4.771170971127004,2017-01-07 21:16:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=PEN&SDP0=21-02-2017&SO1=PEN&SD1=FRA&SDP1=06-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=PEN;d=2017-02-21;r=2017-03-06
2058,False,808,FRA,AKL,China Southern,China Southern,2017-03-07 00:00:00,2017-03-16 00:00:00,11309.60820401534,3.5721838697875024,2017-01-07 14:24:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=AKL&SDP0=07-03-2017&SO1=AKL&SD1=FRA&SDP1=16-03-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=AKL;d=2017-03-07;r=2017-03-16
2059,False,924,FRA,CHC,China Southern,China Southern,2017-05-03 00:00:00,2017-05-12 00:00:00,11559.169268219182,3.996827014811733,2016-12-31 12:46:00,http://www.momondo.com/flightsearch/?Search=true&TripType=2&SegNo=2&SO0=FRA&SD0=CHC&SDP0=03-05-2017&SO1=CHC&SD1=FRA&SDP1=12-05-2017&AD=1&TK=ECO&DO=false&NA=false,https://www.google.com/flights/#search;f=FRA;t=CHC;d=2017-05-03;r=2017-05-12
